Fecha,Equipo local,Equipo visitante,Resultado,Jornada,Link
"Dec 19, 2023",HC Erlangen,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/94378f44-3961-11ef-b2dd-2d4c63b0970e
"Dec 19, 2023",Füchse Berlin,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/944c502a-3961-11ef-91c9-2d4c63b0970e
"Dec 19, 2023",SG Flensburg-Handewitt,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/9aaa0693-3961-11ef-a620-2d4c63b0970e
"Dec 17, 2023",TSV Hannover-Burgdorf,Bergischer HC,,,https://www.daikin-hbl.de/en/match/936c720b-3961-11ef-bf4d-2d4c63b0970e
"Dec 17, 2023",SC DHfK Leipzig,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/9380756d-3961-11ef-9880-2d4c63b0970e
"Dec 16, 2023",Handball Sport Verein Hamburg,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/935b0ca6-3961-11ef-b576-2d4c63b0970e
"Dec 16, 2023",FRISCH AUF! Göppingen,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/9392d2ed-3961-11ef-bf2a-2d4c63b0970e
"Dec 16, 2023",TBV Lemgo Lippe,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/93b501e3-3961-11ef-8e09-2d4c63b0970e
"Dec 16, 2023",HSG Wetzlar,MT Melsungen,,,https://www.daikin-hbl.de/en/match/93c63979-3961-11ef-a80e-2d4c63b0970e
"Dec 16, 2023",SC Magdeburg,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/93a41599-3961-11ef-8649-2d4c63b0970e
"Dec 15, 2023",ThSV Eisenach,THW Kiel,,,https://www.daikin-hbl.de/en/match/93ea46c6-3961-11ef-9d4d-2d4c63b0970e
"Dec 15, 2023",TVB Stuttgart,HC Erlangen,,,https://www.daikin-hbl.de/en/match/93d7d855-3961-11ef-8a50-2d4c63b0970e
"Dec 10, 2023",Füchse Berlin,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/92ed8c68-3961-11ef-94d3-2d4c63b0970e
"Dec 10, 2023",HBW Balingen-Weilstetten,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/92c90d20-3961-11ef-a9ef-2d4c63b0970e
"Dec 10, 2023",Bergischer HC,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/93005737-3961-11ef-b35f-2d4c63b0970e
"Dec 10, 2023",MT Melsungen,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/92b75d39-3961-11ef-9c52-2d4c63b0970e
"Dec 9, 2023",HC Erlangen,THW Kiel,,,https://www.daikin-hbl.de/en/match/92db03ba-3961-11ef-8b6b-2d4c63b0970e
"Dec 9, 2023",Rhein-Neckar Löwen,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/93262182-3961-11ef-b644-2d4c63b0970e
"Dec 8, 2023",ThSV Eisenach,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/934990ca-3961-11ef-a831-2d4c63b0970e
"Dec 8, 2023",SG Flensburg-Handewitt,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/9312ebf8-3961-11ef-86f9-2d4c63b0970e
"Dec 7, 2023",VfL Gummersbach,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/93384ce3-3961-11ef-aaa9-2d4c63b0970e
"Dec 3, 2023",SC DHfK Leipzig,HC Erlangen,,,https://www.daikin-hbl.de/en/match/922277fe-3961-11ef-bc29-2d4c63b0970e
"Dec 3, 2023",THW Kiel,Bergischer HC,,,https://www.daikin-hbl.de/en/match/92a59702-3961-11ef-b114-2d4c63b0970e
"Dec 3, 2023",SC Magdeburg,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/924a7904-3961-11ef-a199-2d4c63b0970e
"Dec 2, 2023",Handball Sport Verein Hamburg,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/9210dd30-3961-11ef-814f-2d4c63b0970e
"Dec 2, 2023",TVB Stuttgart,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/9294096a-3961-11ef-9121-2d4c63b0970e
"Dec 1, 2023",SG Flensburg-Handewitt,MT Melsungen,,,https://www.daikin-hbl.de/en/match/926ec750-3961-11ef-a591-2d4c63b0970e
"Dec 1, 2023",HSG Wetzlar,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/9283236e-3961-11ef-a29c-2d4c63b0970e
"Nov 30, 2023",FRISCH AUF! Göppingen,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/92354a8a-3961-11ef-bac0-2d4c63b0970e
"Nov 30, 2023",TBV Lemgo Lippe,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/925d7c84-3961-11ef-8f7e-2d4c63b0970e
"Nov 26, 2023",TVB Stuttgart,THW Kiel,,,https://www.daikin-hbl.de/en/match/91d70225-3961-11ef-94f5-2d4c63b0970e
"Nov 26, 2023",HBW Balingen-Weilstetten,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/917bc1f2-3961-11ef-9414-2d4c63b0970e
"Nov 26, 2023",Rhein-Neckar Löwen,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/91c4f642-3961-11ef-8f0d-2d4c63b0970e
"Nov 26, 2023",Füchse Berlin,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/91a0f3bb-3961-11ef-b246-2d4c63b0970e
"Nov 25, 2023",VfL Gummersbach,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/91ea63fe-3961-11ef-8025-2d4c63b0970e
"Nov 25, 2023",TSV Hannover-Burgdorf,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/916a7173-3961-11ef-89ce-2d4c63b0970e
"Nov 24, 2023",HC Erlangen,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/918e98ff-3961-11ef-8742-2d4c63b0970e
"Nov 24, 2023",ThSV Eisenach,MT Melsungen,,,https://www.daikin-hbl.de/en/match/91fdfb76-3961-11ef-8a71-2d4c63b0970e
"Nov 23, 2023",Bergischer HC,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/91b2a879-3961-11ef-bf4c-2d4c63b0970e
"Nov 20, 2023",HSG Wetzlar,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/9144c23a-3961-11ef-91ff-2d4c63b0970e
"Nov 19, 2023",SC Magdeburg,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/910d4974-3961-11ef-a4bf-2d4c63b0970e
"Nov 19, 2023",MT Melsungen,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/90c399b6-3961-11ef-afeb-2d4c63b0970e
"Nov 19, 2023",THW Kiel,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/9157f86f-3961-11ef-87cc-2d4c63b0970e
"Nov 18, 2023",SG Flensburg-Handewitt,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/9131969e-3961-11ef-a196-2d4c63b0970e
"Nov 17, 2023",Handball Sport Verein Hamburg,HC Erlangen,,,https://www.daikin-hbl.de/en/match/90d5459a-3961-11ef-83cd-2d4c63b0970e
"Nov 17, 2023",FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/90faaca1-3961-11ef-a2d5-2d4c63b0970e
"Nov 16, 2023",SC DHfK Leipzig,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/90e7d585-3961-11ef-be76-2d4c63b0970e
"Nov 16, 2023",TBV Lemgo Lippe,Bergischer HC,,,https://www.daikin-hbl.de/en/match/911e4d9c-3961-11ef-bbd0-2d4c63b0970e
"Nov 13, 2023",HBW Balingen-Weilstetten,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/902f969f-3961-11ef-a67a-2d4c63b0970e
"Nov 12, 2023",VfL Gummersbach,MT Melsungen,,,https://www.daikin-hbl.de/en/match/909ff445-3961-11ef-bda4-2d4c63b0970e
"Nov 12, 2023",Rhein-Neckar Löwen,THW Kiel,,,https://www.daikin-hbl.de/en/match/84bdac7c-3961-11ef-80fb-9d9e873b24f2
"Nov 11, 2023",Bergischer HC,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/906364d7-3961-11ef-98b8-2d4c63b0970e
"Nov 10, 2023",TVB Stuttgart,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/90883764-3961-11ef-bbc3-2d4c63b0970e
"Nov 10, 2023",ThSV Eisenach,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/90b25fbb-3961-11ef-b552-2d4c63b0970e
"Nov 9, 2023",TSV Hannover-Burgdorf,THW Kiel,,,https://www.daikin-hbl.de/en/match/901e5fb1-3961-11ef-b2f2-2d4c63b0970e
"Nov 9, 2023",Rhein-Neckar Löwen,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/9074a037-3961-11ef-a5fb-2d4c63b0970e
"Oct 29, 2023",SC Magdeburg,Bergischer HC,,,https://www.daikin-hbl.de/en/match/8fbea49d-3961-11ef-945c-2d4c63b0970e
"Oct 29, 2023",HSG Wetzlar,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/8d5735c0-3961-11ef-a6c9-2d4c63b0970e
"Oct 29, 2023",FRISCH AUF! Göppingen,THW Kiel,,,https://www.daikin-hbl.de/en/match/8fac1e64-3961-11ef-93a7-2d4c63b0970e
"Oct 29, 2023",SC DHfK Leipzig,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/8f9a5c9e-3961-11ef-b7ac-2d4c63b0970e
"Oct 28, 2023",MT Melsungen,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/8f766fe0-3961-11ef-a906-2d4c63b0970e
"Oct 28, 2023",SG Flensburg-Handewitt,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/8fe2987f-3961-11ef-9f4c-2d4c63b0970e
"Oct 27, 2023",VfL Gummersbach,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/900abec9-3961-11ef-99bf-2d4c63b0970e
"Oct 27, 2023",Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/8f88681f-3961-11ef-962e-2d4c63b0970e
"Oct 26, 2023",TBV Lemgo Lippe,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/8fd0ddbc-3961-11ef-910e-2d4c63b0970e
"Oct 26, 2023",HSG Wetzlar,HC Erlangen,,,https://www.daikin-hbl.de/en/match/8ff5cf30-3961-11ef-a65a-2d4c63b0970e
"Oct 22, 2023",Rhein-Neckar Löwen,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/8f2b5c8a-3961-11ef-91d8-2d4c63b0970e
"Oct 22, 2023",TVB Stuttgart,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/8f3c9cf2-3961-11ef-b1d4-2d4c63b0970e
"Oct 22, 2023",THW Kiel,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/8f4ee460-3961-11ef-8cbc-2d4c63b0970e
"Oct 21, 2023",HC Erlangen,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/8ef64a29-3961-11ef-a68e-2d4c63b0970e
"Oct 21, 2023",Bergischer HC,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/8f1a8b36-3961-11ef-a70a-2d4c63b0970e
"Oct 20, 2023",ThSV Eisenach,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/8f61b0aa-3961-11ef-b325-2d4c63b0970e
"Oct 20, 2023",TSV Hannover-Burgdorf,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/8ed2ff2f-3961-11ef-9027-2d4c63b0970e
"Oct 20, 2023",HBW Balingen-Weilstetten,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/8ee51e48-3961-11ef-a00b-2d4c63b0970e
"Oct 19, 2023",Füchse Berlin,MT Melsungen,,,https://www.daikin-hbl.de/en/match/8f074013-3961-11ef-9793-2d4c63b0970e
"Oct 16, 2023",MT Melsungen,HC Erlangen,,,https://www.daikin-hbl.de/en/match/8ec159dd-3961-11ef-b1e9-2d4c63b0970e
"Oct 15, 2023",TBV Lemgo Lippe,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/8e9e2d7a-3961-11ef-83b2-2d4c63b0970e
"Oct 15, 2023",SG Flensburg-Handewitt,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/8eb107b6-3961-11ef-aadb-2d4c63b0970e
"Oct 15, 2023",SC Magdeburg,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/8e8d135c-3961-11ef-ae25-2d4c63b0970e
"Oct 14, 2023",SC DHfK Leipzig,THW Kiel,,,https://www.daikin-hbl.de/en/match/8e7c1811-3961-11ef-b7a1-2d4c63b0970e
"Oct 13, 2023",HSG Wetzlar,Bergischer HC,,,https://www.daikin-hbl.de/en/match/8e6add83-3961-11ef-85a2-2d4c63b0970e
"Oct 13, 2023",VfL Gummersbach,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/8e5935ad-3961-11ef-b021-2d4c63b0970e
"Oct 12, 2023",Handball Sport Verein Hamburg,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/8e347dc9-3961-11ef-9e06-2d4c63b0970e
"Oct 12, 2023",Füchse Berlin,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/8e470db2-3961-11ef-9062-2d4c63b0970e
"Oct 11, 2023",SG Flensburg-Handewitt,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/84ac2112-3961-11ef-abb7-9d9e873b24f2
"Oct 9, 2023",ThSV Eisenach,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/8e21abe7-3961-11ef-875c-2d4c63b0970e
"Oct 8, 2023",TVB Stuttgart,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/8e0e7329-3961-11ef-8b05-2d4c63b0970e
"Oct 8, 2023",TSV Hannover-Burgdorf,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/8deaa57f-3961-11ef-83d1-2d4c63b0970e
"Oct 8, 2023",TBV Lemgo Lippe,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/8dfdb3d1-3961-11ef-9129-2d4c63b0970e
"Oct 8, 2023",THW Kiel,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/8dda28e3-3961-11ef-b927-2d4c63b0970e
"Oct 7, 2023",FRISCH AUF! Göppingen,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/8dc90a06-3961-11ef-b8a7-2d4c63b0970e
"Oct 7, 2023",HBW Balingen-Weilstetten,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/8da37976-3961-11ef-b4e4-2d4c63b0970e
"Oct 7, 2023",Bergischer HC,MT Melsungen,,,https://www.daikin-hbl.de/en/match/8db6216c-3961-11ef-a42d-2d4c63b0970e
"Oct 7, 2023",HC Erlangen,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/8d90916a-3961-11ef-8e82-2d4c63b0970e
"Oct 1, 2023",SC DHfK Leipzig,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/8d6a3072-3961-11ef-9ea1-2d4c63b0970e
"Oct 1, 2023",Füchse Berlin,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/8d7e2f72-3961-11ef-b8a7-2d4c63b0970e
"Oct 1, 2023",Rhein-Neckar Löwen,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/839d818e-3961-11ef-8ca7-9d9e873b24f2
"Sep 30, 2023",SC Magdeburg,THW Kiel,,,https://www.daikin-hbl.de/en/match/8d45c86e-3961-11ef-b248-2d4c63b0970e
"Sep 29, 2023",MT Melsungen,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/8d32f67d-3961-11ef-8dae-2d4c63b0970e
"Sep 29, 2023",Handball Sport Verein Hamburg,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/8d20bf6d-3961-11ef-8c62-2d4c63b0970e
"Sep 28, 2023",SG Flensburg-Handewitt,Bergischer HC,,,https://www.daikin-hbl.de/en/match/8ce7beb9-3961-11ef-8869-2d4c63b0970e
"Sep 28, 2023",Rhein-Neckar Löwen,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/8cfabf48-3961-11ef-b644-2d4c63b0970e
"Sep 28, 2023",VfL Gummersbach,HC Erlangen,,,https://www.daikin-hbl.de/en/match/8d0fcbd2-3961-11ef-9cb9-2d4c63b0970e
"Sep 25, 2023",TVB Stuttgart,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/8cced579-3961-11ef-a033-2d4c63b0970e
"Sep 24, 2023",TBV Lemgo Lippe,MT Melsungen,,,https://www.daikin-hbl.de/en/match/866156bf-3961-11ef-958b-9d9e873b24f2
"Sep 24, 2023",SC DHfK Leipzig,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/86516680-3961-11ef-b8f4-9d9e873b24f2
"Sep 24, 2023",Handball Sport Verein Hamburg,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/8421c0f9-3961-11ef-9737-9d9e873b24f2
"Sep 23, 2023",HC Erlangen,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/86287877-3961-11ef-ab7d-9d9e873b24f2
"Sep 23, 2023",Bergischer HC,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/864068e0-3961-11ef-a8b4-9d9e873b24f2
"Sep 22, 2023",HBW Balingen-Weilstetten,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/8618902e-3961-11ef-9a86-9d9e873b24f2
"Sep 22, 2023",TSV Hannover-Burgdorf,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/86091b8c-3961-11ef-b6b5-9d9e873b24f2
"Sep 21, 2023",FRISCH AUF! Göppingen,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/85f84a49-3961-11ef-bb3f-9d9e873b24f2
"Sep 18, 2023",Rhein-Neckar Löwen,HC Erlangen,,,https://www.daikin-hbl.de/en/match/85db8d02-3961-11ef-910d-9d9e873b24f2
"Sep 17, 2023",SC Magdeburg,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/85bcbea6-3961-11ef-8d66-9d9e873b24f2
"Sep 17, 2023",HSG Wetzlar,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/85cb5c39-3961-11ef-be7b-9d9e873b24f2
"Sep 17, 2023",Füchse Berlin,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/85adf68f-3961-11ef-a6c2-9d9e873b24f2
"Sep 16, 2023",Handball Sport Verein Hamburg,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/859e9481-3961-11ef-812f-9d9e873b24f2
"Sep 15, 2023",ThSV Eisenach,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/858eeb69-3961-11ef-a6d4-9d9e873b24f2
"Sep 15, 2023",MT Melsungen,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/857e8859-3961-11ef-ae66-9d9e873b24f2
"Sep 14, 2023",VfL Gummersbach,Bergischer HC,,,https://www.daikin-hbl.de/en/match/856f225c-3961-11ef-8459-9d9e873b24f2
"Sep 11, 2023",TBV Lemgo Lippe,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/85512403-3961-11ef-973e-9d9e873b24f2
"Sep 10, 2023",Bergischer HC,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/85302c2a-3961-11ef-bfe8-9d9e873b24f2
"Sep 10, 2023",TVB Stuttgart,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/8541112f-3961-11ef-a9cf-9d9e873b24f2
"Sep 10, 2023",SC Magdeburg,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/84fc91e0-3961-11ef-a12c-9d9e873b24f2
"Sep 10, 2023",TSV Hannover-Burgdorf,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/850cd7c5-3961-11ef-a05c-9d9e873b24f2
"Sep 10, 2023",SC DHfK Leipzig,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/851ea638-3961-11ef-8670-9d9e873b24f2
"Sep 10, 2023",THW Kiel,MT Melsungen,,,https://www.daikin-hbl.de/en/match/84ec9976-3961-11ef-9c3b-9d9e873b24f2
"Sep 9, 2023",HBW Balingen-Weilstetten,HC Erlangen,,,https://www.daikin-hbl.de/en/match/84cdb8e7-3961-11ef-888d-9d9e873b24f2
"Sep 9, 2023",FRISCH AUF! Göppingen,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/84dd278d-3961-11ef-95e3-9d9e873b24f2
"Sep 7, 2023",SG Flensburg-Handewitt,THW Kiel,,,https://www.daikin-hbl.de/en/match/8560423c-3961-11ef-a5bb-9d9e873b24f2
"Sep 7, 2023",MT Melsungen,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/84898db5-3961-11ef-9947-9d9e873b24f2
"Sep 7, 2023",HSG Wetzlar,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/849ac6fc-3961-11ef-a981-9d9e873b24f2
"Sep 6, 2023",Füchse Berlin,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/8479dda3-3961-11ef-a5c2-9d9e873b24f2
"Sep 6, 2023",HC Erlangen,Bergischer HC,,,https://www.daikin-hbl.de/en/match/84427bf0-3961-11ef-836b-9d9e873b24f2
"Sep 6, 2023",VfL Gummersbach,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/8453dab3-3961-11ef-8d35-9d9e873b24f2
"Sep 6, 2023",ThSV Eisenach,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/84633bbb-3961-11ef-bafa-9d9e873b24f2
"Sep 5, 2023",HBW Balingen-Weilstetten,TVB Stuttgart,,,https://www.daikin-hbl.de/en/match/843077dd-3961-11ef-88e1-9d9e873b24f2
"Sep 3, 2023",TBV Lemgo Lippe,HC Erlangen,,,https://www.daikin-hbl.de/en/match/8412a13b-3961-11ef-a0ec-9d9e873b24f2
"Sep 3, 2023",THW Kiel,HSG Wetzlar,,,https://www.daikin-hbl.de/en/match/85ea053a-3961-11ef-bdb0-9d9e873b24f2
"Sep 3, 2023",SC Magdeburg,SG Flensburg-Handewitt,,,https://www.daikin-hbl.de/en/match/840429c7-3961-11ef-9165-9d9e873b24f2
"Sep 2, 2023",MT Melsungen,SC DHfK Leipzig,,,https://www.daikin-hbl.de/en/match/83f62605-3961-11ef-98cf-9d9e873b24f2
"Sep 1, 2023",TVB Stuttgart,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/83e74cc7-3961-11ef-b9ff-9d9e873b24f2
"Sep 1, 2023",Bergischer HC,HBW Balingen-Weilstetten,,,https://www.daikin-hbl.de/en/match/83d7ff48-3961-11ef-bbdd-9d9e873b24f2
"Aug 31, 2023",FRISCH AUF! Göppingen,Rhein-Neckar Löwen,,,https://www.daikin-hbl.de/en/match/83ab5793-3961-11ef-afc3-9d9e873b24f2
"Aug 31, 2023",TSV Hannover-Burgdorf,ThSV Eisenach,,,https://www.daikin-hbl.de/en/match/83b8fb80-3961-11ef-9bed-9d9e873b24f2
"Aug 31, 2023",THW Kiel,VfL Gummersbach,,,https://www.daikin-hbl.de/en/match/83c82424-3961-11ef-9a6e-9d9e873b24f2
"Aug 28, 2023",SC DHfK Leipzig,Füchse Berlin,,,https://www.daikin-hbl.de/en/match/838f621a-3961-11ef-a951-9d9e873b24f2
"Aug 27, 2023",MT Melsungen,FRISCH AUF! Göppingen,,,https://www.daikin-hbl.de/en/match/83713abb-3961-11ef-8e18-9d9e873b24f2
"Aug 27, 2023",VfL Gummersbach,TBV Lemgo Lippe,,,https://www.daikin-hbl.de/en/match/8380f7ef-3961-11ef-84c9-9d9e873b24f2
"Aug 27, 2023",HBW Balingen-Weilstetten,THW Kiel,,,https://www.daikin-hbl.de/en/match/836233b0-3961-11ef-97c5-9d9e873b24f2
"Aug 26, 2023",ThSV Eisenach,Bergischer HC,,,https://www.daikin-hbl.de/en/match/83537cd8-3961-11ef-afcf-9d9e873b24f2
"Aug 25, 2023",HSG Wetzlar,SC Magdeburg,,,https://www.daikin-hbl.de/en/match/83432aa5-3961-11ef-afe9-9d9e873b24f2
"Aug 24, 2023",HC Erlangen,TSV Hannover-Burgdorf,,,https://www.daikin-hbl.de/en/match/8322fed8-3961-11ef-b537-9d9e873b24f2
"Aug 24, 2023",SG Flensburg-Handewitt,Handball Sport Verein Hamburg,,,https://www.daikin-hbl.de/en/match/83329930-3961-11ef-bcfe-9d9e873b24f2
